,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
118,36,Stayed,Travel_Rarely,922,Research & Development,3,College,Life Sciences,1,155,Low,Female,39,Great,1,Laboratory Technician,Excellent,Divorced,2835,2561,5,Y,No,22,Excellent,Low,80,1,7,2,Great,1,0,0,0
119,43,Stayed,Travel_Frequently,394,Sales,26,College,Life Sciences,1,158,Great,Male,92,Great,4,Manager,Excellent,Married,16959,19494,1,Y,Yes,12,Great,Excellent,80,2,25,3,Excellent,25,12,4,12
120,30,Stayed,Travel_Frequently,1312,Research & Development,23,Bachelor's degree,Life Sciences,1,159,Low,Male,96,Low,1,Research Scientist,Great,Divorced,2613,22310,1,Y,No,25,Excellent,Great,80,3,10,2,Good,10,7,0,9
121,33,Stayed,Non-Travel,750,Sales,22,College,Marketing,1,160,Great,Male,95,Great,2,Sales Executive,Good,Married,6146,15480,0,Y,No,13,Great,Low,80,1,8,2,Excellent,7,7,0,7
122,56,Churned,Travel_Rarely,441,Research & Development,14,Master's degree,Life Sciences,1,161,Good,Female,72,Great,1,Research Scientist,Good,Married,4963,4510,9,Y,Yes,18,Great,Low,80,3,7,2,Great,5,4,4,3
123,51,Stayed,Travel_Rarely,684,Research & Development,6,Bachelor's degree,Life Sciences,1,162,Low,Male,51,Great,5,Research Director,Great,Single,19537,6462,7,Y,No,13,Great,Great,80,0,23,5,Great,20,18,15,15
124,31,Churned,Travel_Rarely,249,Sales,6,Master's degree,Life Sciences,1,163,Good,Male,76,Low,2,Sales Executive,Great,Married,6172,20739,4,Y,Yes,18,Great,Good,80,0,12,3,Good,7,7,7,7
125,26,Stayed,Travel_Rarely,841,Research & Development,6,Bachelor's degree,Other,1,164,Great,Female,46,Good,1,Research Scientist,Good,Married,2368,23300,1,Y,No,19,Great,Great,80,0,5,3,Good,5,4,4,3
126,58,Churned,Travel_Rarely,147,Research & Development,23,Master's degree,Medical,1,165,Excellent,Female,94,Great,3,Healthcare Representative,Excellent,Married,10312,3465,1,Y,No,12,Great,Excellent,80,1,40,3,Good,40,10,15,6
127,19,Churned,Travel_Rarely,528,Sales,22,Below College,Marketing,1,167,Excellent,Male,50,Great,1,Sales Representative,Great,Single,1675,26820,1,Y,Yes,19,Great,Excellent,80,0,0,2,Good,0,0,0,0
128,22,Stayed,Travel_Rarely,594,Research & Development,2,Below College,Technical Degree,1,169,Great,Male,100,Great,1,Laboratory Technician,Excellent,Married,2523,19299,0,Y,No,14,Great,Great,80,1,3,2,Great,2,1,2,1
129,49,Stayed,Travel_Rarely,470,Research & Development,20,Master's degree,Medical,1,170,Great,Female,96,Great,2,Manufacturing Director,Low,Married,6567,5549,1,Y,No,14,Great,Great,80,0,16,2,Good,15,11,5,11
130,43,Stayed,Travel_Frequently,957,Research & Development,28,Bachelor's degree,Medical,1,171,Good,Female,72,Excellent,1,Research Scientist,Great,Single,4739,16090,4,Y,No,12,Great,Excellent,80,0,18,2,Great,3,2,1,2
131,50,Stayed,Travel_Frequently,809,Sales,12,Bachelor's degree,Marketing,1,174,Great,Female,77,Great,3,Sales Executive,Excellent,Single,9208,6645,4,Y,No,11,Great,Excellent,80,0,16,3,Great,2,2,2,1
132,31,Churned,Travel_Rarely,542,Sales,20,Bachelor's degree,Life Sciences,1,175,Good,Female,71,Low,2,Sales Executive,Great,Married,4559,24788,3,Y,Yes,11,Great,Great,80,1,4,2,Great,2,2,2,2
133,41,Stayed,Travel_Rarely,802,Sales,9,Below College,Life Sciences,1,176,Great,Male,96,Great,3,Sales Executive,Great,Divorced,8189,21196,3,Y,Yes,13,Great,Great,80,1,12,2,Great,9,7,0,7
134,26,Stayed,Travel_Rarely,1355,Human Resources,25,Below College,Life Sciences,1,177,Great,Female,61,Great,1,Human Resources,Great,Married,2942,8916,1,Y,No,23,Excellent,Excellent,80,1,8,3,Great,8,7,5,7
135,36,Stayed,Travel_Rarely,216,Research & Development,6,College,Medical,1,178,Good,Male,84,Great,2,Manufacturing Director,Good,Divorced,4941,2819,6,Y,No,20,Excellent,Excellent,80,2,7,0,Great,3,2,0,1
136,51,Churned,Travel_Frequently,1150,Research & Development,8,Master's degree,Life Sciences,1,179,Low,Male,53,Low,3,Manufacturing Director,Excellent,Single,10650,25150,2,Y,No,15,Great,Excellent,80,0,18,2,Great,4,2,0,3
137,39,Stayed,Travel_Rarely,1329,Sales,4,Master's degree,Life Sciences,1,182,Excellent,Female,47,Good,2,Sales Executive,Great,Married,5902,14590,4,Y,No,14,Great,Great,80,1,17,1,Excellent,15,11,5,9
138,25,Stayed,Travel_Rarely,959,Sales,28,Bachelor's degree,Life Sciences,1,183,Low,Male,41,Good,2,Sales Executive,Great,Married,8639,24835,2,Y,No,18,Great,Excellent,80,0,6,3,Great,2,2,2,2
139,30,Stayed,Travel_Rarely,1240,Human Resources,9,Bachelor's degree,Human Resources,1,184,Great,Male,48,Great,2,Human Resources,Excellent,Married,6347,13982,0,Y,Yes,19,Great,Excellent,80,0,12,2,Low,11,9,4,7
140,32,Churned,Travel_Rarely,1033,Research & Development,9,Bachelor's degree,Medical,1,190,Low,Female,41,Great,1,Laboratory Technician,Low,Single,4200,10224,7,Y,No,22,Excellent,Low,80,0,10,2,Excellent,5,4,0,4
141,45,Stayed,Travel_Rarely,1316,Research & Development,29,Bachelor's degree,Medical,1,192,Great,Male,83,Great,1,Research Scientist,Excellent,Single,3452,9752,5,Y,No,13,Great,Good,80,0,9,2,Good,6,5,0,3
142,38,Stayed,Travel_Rarely,364,Research & Development,3,PhD,Technical Degree,1,193,Excellent,Female,32,Great,2,Research Scientist,Great,Single,4317,2302,3,Y,Yes,20,Excellent,Good,80,0,19,2,Great,3,2,2,2
143,30,Stayed,Travel_Rarely,438,Research & Development,18,Bachelor's degree,Life Sciences,1,194,Low,Female,75,Great,1,Research Scientist,Great,Single,2632,23910,1,Y,No,14,Great,Great,80,0,5,4,Good,5,4,0,4
144,32,Stayed,Travel_Frequently,689,Sales,9,College,Medical,1,195,Excellent,Male,35,Low,2,Sales Executive,Excellent,Divorced,4668,22812,0,Y,No,17,Great,Excellent,80,3,9,2,Excellent,8,7,0,7
145,30,Stayed,Travel_Rarely,201,Research & Development,5,Bachelor's degree,Technical Degree,1,197,Excellent,Female,84,Great,1,Research Scientist,Low,Divorced,3204,10415,5,Y,No,14,Great,Excellent,80,1,8,3,Great,3,2,2,2
146,30,Stayed,Travel_Rarely,1427,Research & Development,2,Below College,Medical,1,198,Good,Male,35,Good,1,Laboratory Technician,Excellent,Single,2720,11162,0,Y,No,13,Great,Excellent,80,0,6,3,Great,5,3,1,2
147,41,Stayed,Travel_Frequently,857,Research & Development,10,Bachelor's degree,Life Sciences,1,199,Excellent,Male,91,Good,4,Manager,Low,Divorced,17181,12888,4,Y,No,13,Great,Good,80,1,21,2,Good,7,6,7,7
148,41,Stayed,Travel_Rarely,933,Research & Development,9,Master's degree,Life Sciences,1,200,Great,Male,94,Great,1,Laboratory Technician,Low,Married,2238,6961,2,Y,No,21,Excellent,Excellent,80,1,7,2,Great,5,0,1,4
149,19,Stayed,Travel_Rarely,1181,Research & Development,3,Below College,Medical,1,201,Good,Female,79,Great,1,Laboratory Technician,Good,Single,1483,16102,1,Y,No,14,Great,Excellent,80,0,1,3,Great,1,0,0,0
150,40,Stayed,Travel_Frequently,1395,Research & Development,26,Bachelor's degree,Medical,1,202,Good,Female,54,Great,2,Research Scientist,Good,Divorced,5605,8504,1,Y,No,11,Great,Low,80,1,20,2,Great,20,7,2,13
151,35,Stayed,Travel_Rarely,662,Sales,1,PhD,Marketing,1,204,Great,Male,94,Great,3,Sales Executive,Good,Married,7295,11439,1,Y,No,13,Great,Low,80,2,10,3,Great,10,8,0,6
152,53,Stayed,Travel_Rarely,1436,Sales,6,College,Marketing,1,205,Good,Male,34,Great,2,Sales Representative,Great,Married,2306,16047,2,Y,Yes,20,Excellent,Excellent,80,1,13,3,Low,7,7,4,5
153,45,Stayed,Travel_Rarely,194,Research & Development,9,Bachelor's degree,Life Sciences,1,206,Good,Male,60,Great,2,Laboratory Technician,Good,Divorced,2348,10901,8,Y,No,18,Great,Great,80,1,20,2,Low,17,9,0,15
154,32,Stayed,Travel_Frequently,967,Sales,8,Bachelor's degree,Marketing,1,207,Good,Female,43,Great,3,Sales Executive,Excellent,Single,8998,15589,1,Y,No,14,Great,Excellent,80,0,9,2,Great,9,8,3,7
155,29,Stayed,Non-Travel,1496,Research & Development,1,Below College,Technical Degree,1,208,Excellent,Male,41,Great,2,Manufacturing Director,Great,Married,4319,26283,1,Y,No,13,Great,Low,80,1,10,1,Great,10,7,0,9
156,51,Stayed,Travel_Rarely,1169,Research & Development,7,Master's degree,Medical,1,211,Good,Male,34,Good,2,Manufacturing Director,Great,Married,6132,13983,2,Y,No,17,Great,Great,80,0,10,2,Great,1,0,0,0
157,58,Stayed,Travel_Rarely,1145,Research & Development,9,Bachelor's degree,Medical,1,214,Good,Female,75,Good,1,Research Scientist,Good,Married,3346,11873,4,Y,Yes,20,Excellent,Good,80,1,9,3,Good,1,0,0,0
158,40,Stayed,Travel_Rarely,630,Sales,4,Master's degree,Marketing,1,215,Great,Male,67,Good,3,Sales Executive,Excellent,Married,10855,8552,7,Y,No,11,Great,Low,80,1,15,2,Good,12,11,2,11
159,34,Stayed,Travel_Frequently,303,Sales,2,Master's degree,Marketing,1,216,Great,Female,75,Great,1,Sales Representative,Great,Married,2231,11314,6,Y,No,18,Great,Excellent,80,1,6,3,Great,4,3,1,2
160,22,Stayed,Travel_Rarely,1256,Research & Development,19,Below College,Medical,1,217,Great,Male,80,Great,1,Research Scientist,Excellent,Married,2323,11992,1,Y,No,24,Excellent,Low,80,2,2,6,Great,2,2,2,2
161,27,Stayed,Non-Travel,691,Research & Development,9,Bachelor's degree,Medical,1,218,Excellent,Male,57,Great,1,Research Scientist,Good,Divorced,2024,5970,6,Y,No,18,Great,Excellent,80,1,6,1,Low,2,2,2,2
162,28,Stayed,Travel_Rarely,440,Research & Development,21,Bachelor's degree,Medical,1,221,Great,Male,42,Great,1,Research Scientist,Excellent,Married,2713,6672,1,Y,No,11,Great,Great,80,1,5,2,Low,5,2,0,2
163,57,Stayed,Travel_Rarely,334,Research & Development,24,College,Life Sciences,1,223,Great,Male,83,Excellent,3,Healthcare Representative,Excellent,Divorced,9439,23402,3,Y,Yes,16,Great,Good,80,1,12,2,Low,5,3,1,4
164,27,Stayed,Non-Travel,1450,Research & Development,3,Bachelor's degree,Medical,1,224,Great,Male,79,Good,1,Research Scientist,Great,Divorced,2566,25326,1,Y,Yes,15,Great,Excellent,80,1,1,2,Good,1,1,0,1
165,50,Stayed,Travel_Rarely,1452,Research & Development,11,Bachelor's degree,Life Sciences,1,226,Great,Female,53,Great,5,Manager,Good,Single,19926,17053,3,Y,No,15,Great,Good,80,0,21,5,Great,5,4,4,4
166,41,Stayed,Travel_Rarely,465,Research & Development,14,Bachelor's degree,Life Sciences,1,227,Low,Male,56,Great,1,Research Scientist,Great,Divorced,2451,4609,4,Y,No,12,Great,Low,80,1,13,2,Great,9,8,1,8
167,30,Stayed,Travel_Rarely,1339,Sales,5,Bachelor's degree,Life Sciences,1,228,Good,Female,41,Great,3,Sales Executive,Excellent,Married,9419,8053,2,Y,No,12,Great,Great,80,1,12,2,Great,10,9,7,4
168,38,Stayed,Travel_Rarely,702,Sales,1,Master's degree,Life Sciences,1,230,Low,Female,59,Good,2,Sales Executive,Excellent,Single,8686,12930,4,Y,No,22,Excellent,Great,80,0,12,2,Excellent,8,3,0,7
169,32,Stayed,Travel_Rarely,120,Research & Development,6,PhD,Life Sciences,1,231,Great,Male,43,Great,1,Research Scientist,Great,Single,3038,12430,3,Y,No,20,Excellent,Low,80,0,8,2,Great,5,4,1,4
170,27,Stayed,Travel_Rarely,1157,Research & Development,17,Bachelor's degree,Technical Degree,1,233,Great,Male,51,Great,1,Research Scientist,Good,Married,3058,13364,0,Y,Yes,16,Great,Excellent,80,1,6,3,Good,5,2,1,1
171,19,Churned,Travel_Frequently,602,Sales,1,Below College,Technical Degree,1,235,Great,Female,100,Low,1,Sales Representative,Low,Single,2325,20989,0,Y,No,21,Excellent,Low,80,0,1,5,Excellent,0,0,0,0
172,36,Stayed,Travel_Frequently,1480,Research & Development,3,College,Medical,1,238,Excellent,Male,30,Great,1,Laboratory Technician,Good,Single,2088,15062,4,Y,No,12,Great,Great,80,0,13,3,Good,8,7,7,2
173,30,Stayed,Non-Travel,111,Research & Development,9,Bachelor's degree,Medical,1,239,Great,Male,66,Great,2,Laboratory Technician,Low,Divorced,3072,11012,1,Y,No,11,Great,Great,80,2,12,4,Great,12,9,6,10
174,45,Stayed,Travel_Rarely,1268,Sales,4,College,Life Sciences,1,240,Great,Female,30,Great,2,Sales Executive,Low,Divorced,5006,6319,4,Y,Yes,11,Great,Low,80,1,9,3,Excellent,5,4,0,3
175,56,Stayed,Travel_Rarely,713,Research & Development,8,Bachelor's degree,Life Sciences,1,241,Great,Female,67,Great,1,Research Scientist,Low,Divorced,4257,13939,4,Y,Yes,18,Great,Great,80,1,19,3,Great,2,2,2,2
176,33,Stayed,Travel_Rarely,134,Research & Development,2,Bachelor's degree,Life Sciences,1,242,Great,Male,90,Great,1,Research Scientist,Excellent,Single,2500,10515,0,Y,No,14,Great,Low,80,0,4,2,Excellent,3,1,0,2
177,19,Churned,Travel_Rarely,303,Research & Development,2,Bachelor's degree,Life Sciences,1,243,Good,Male,47,Good,1,Laboratory Technician,Excellent,Single,1102,9241,1,Y,No,22,Excellent,Great,80,0,1,3,Good,1,0,1,0
178,46,Stayed,Travel_Rarely,526,Sales,1,College,Marketing,1,244,Good,Female,92,Great,3,Sales Executive,Low,Divorced,10453,2137,1,Y,No,25,Excellent,Great,80,3,24,2,Great,24,13,15,7
179,38,Stayed,Travel_Rarely,1380,Research & Development,9,College,Life Sciences,1,245,Great,Female,75,Great,1,Laboratory Technician,Excellent,Single,2288,6319,1,Y,No,12,Great,Great,80,0,2,3,Great,2,2,2,1
180,31,Stayed,Travel_Rarely,140,Research & Development,12,Below College,Medical,1,246,Great,Female,95,Great,1,Research Scientist,Excellent,Married,3929,6984,8,Y,Yes,23,Excellent,Great,80,1,7,0,Great,4,2,0,2
181,34,Stayed,Travel_Rarely,629,Research & Development,27,College,Medical,1,247,Excellent,Female,95,Great,1,Research Scientist,Good,Single,2311,5711,2,Y,No,15,Great,Excellent,80,0,9,3,Great,3,2,1,2
182,41,Churned,Travel_Rarely,1356,Sales,20,College,Marketing,1,248,Good,Female,70,Great,1,Sales Representative,Good,Single,3140,21728,1,Y,Yes,22,Excellent,Excellent,80,0,4,5,Good,4,3,0,2
183,50,Stayed,Travel_Rarely,328,Research & Development,1,Bachelor's degree,Medical,1,249,Great,Male,86,Good,1,Laboratory Technician,Great,Married,3690,3425,2,Y,No,15,Great,Excellent,80,1,5,2,Good,3,2,0,2
184,53,Stayed,Travel_Rarely,1084,Research & Development,13,College,Medical,1,250,Excellent,Female,57,Excellent,2,Manufacturing Director,Low,Divorced,4450,26250,1,Y,No,11,Great,Great,80,2,5,3,Great,4,2,1,3
185,33,Stayed,Travel_Rarely,931,Research & Development,14,Bachelor's degree,Medical,1,252,Excellent,Female,72,Great,1,Research Scientist,Good,Married,2756,4673,1,Y,No,13,Great,Excellent,80,1,8,5,Great,8,7,1,6
186,40,Stayed,Travel_Rarely,989,Research & Development,4,Below College,Medical,1,253,Excellent,Female,46,Great,5,Manager,Great,Married,19033,6499,1,Y,No,14,Great,Good,80,1,21,2,Great,20,8,9,9
187,55,Stayed,Travel_Rarely,692,Research & Development,14,Master's degree,Medical,1,254,Great,Male,61,Excellent,5,Research Director,Good,Single,18722,13339,8,Y,No,11,Great,Excellent,80,0,36,3,Great,24,15,2,15
188,34,Stayed,Travel_Frequently,1069,Research & Development,2,Below College,Life Sciences,1,256,Excellent,Male,45,Good,2,Manufacturing Director,Great,Married,9547,14074,1,Y,No,17,Great,Great,80,0,10,2,Good,10,9,1,9
189,51,Stayed,Travel_Rarely,313,Research & Development,3,Bachelor's degree,Medical,1,258,Excellent,Female,98,Great,4,Healthcare Representative,Good,Single,13734,7192,3,Y,No,18,Great,Great,80,0,21,6,Great,7,7,1,0
190,52,Stayed,Travel_Rarely,699,Research & Development,1,Master's degree,Life Sciences,1,259,Great,Male,65,Good,5,Manager,Great,Married,19999,5678,0,Y,No,14,Great,Low,80,1,34,5,Great,33,18,11,9
191,27,Stayed,Travel_Rarely,894,Research & Development,9,Bachelor's degree,Medical,1,260,Excellent,Female,99,Great,1,Research Scientist,Good,Single,2279,11781,1,Y,No,16,Great,Excellent,80,0,7,2,Good,7,7,0,3
192,35,Churned,Travel_Rarely,556,Research & Development,23,College,Life Sciences,1,261,Good,Male,50,Good,2,Manufacturing Director,Great,Married,5916,15497,3,Y,Yes,13,Great,Low,80,0,8,1,Great,1,0,0,1
193,43,Stayed,Non-Travel,1344,Research & Development,7,Bachelor's degree,Medical,1,262,Excellent,Male,37,Excellent,1,Research Scientist,Excellent,Divorced,2089,5228,4,Y,No,14,Great,Excellent,80,3,7,3,Excellent,5,4,2,2
194,45,Stayed,Non-Travel,1195,Research & Development,2,College,Medical,1,264,Low,Male,65,Good,4,Manager,Excellent,Married,16792,20462,9,Y,No,23,Excellent,Excellent,80,1,22,1,Great,20,8,11,8
195,37,Stayed,Travel_Rarely,290,Research & Development,21,Bachelor's degree,Life Sciences,1,267,Good,Male,65,Excellent,1,Research Scientist,Low,Married,3564,22977,1,Y,Yes,12,Great,Low,80,1,8,3,Good,8,7,1,7
196,35,Stayed,Travel_Frequently,138,Research & Development,2,Bachelor's degree,Medical,1,269,Good,Female,37,Great,2,Laboratory Technician,Good,Single,4425,15986,5,Y,No,11,Great,Excellent,80,0,10,5,Great,6,2,1,2
197,42,Stayed,Non-Travel,926,Research & Development,21,College,Medical,1,270,Great,Female,36,Great,2,Manufacturing Director,Great,Divorced,5265,16439,2,Y,No,16,Great,Good,80,1,11,5,Great,5,3,0,2
198,38,Stayed,Travel_Rarely,1261,Research & Development,2,Master's degree,Life Sciences,1,271,Excellent,Male,88,Great,2,Manufacturing Director,Great,Married,6553,7259,9,Y,No,14,Great,Good,80,0,14,3,Great,1,0,0,0
199,38,Stayed,Travel_Rarely,1084,Research & Development,29,Bachelor's degree,Technical Degree,1,273,Excellent,Male,54,Great,2,Manufacturing Director,Excellent,Married,6261,4185,3,Y,No,18,Great,Low,80,1,9,3,Low,7,7,1,7
200,27,Stayed,Travel_Frequently,472,Research & Development,1,Below College,Technical Degree,1,274,Great,Male,60,Good,2,Manufacturing Director,Low,Married,4298,9679,5,Y,No,19,Great,Great,80,1,6,1,Great,2,2,2,0
201,49,Stayed,Non-Travel,1002,Research & Development,18,Master's degree,Life Sciences,1,275,Excellent,Male,92,Great,2,Manufacturing Director,Excellent,Divorced,6804,23793,1,Y,Yes,15,Great,Low,80,2,7,0,Great,7,7,1,7
202,34,Stayed,Travel_Frequently,878,Research & Development,10,Master's degree,Medical,1,277,Excellent,Male,43,Great,1,Research Scientist,Great,Divorced,3815,5972,1,Y,Yes,17,Great,Excellent,80,1,5,4,Excellent,5,3,2,0
203,40,Stayed,Travel_Rarely,905,Research & Development,19,College,Medical,1,281,Great,Male,99,Great,2,Laboratory Technician,Excellent,Married,2741,16523,8,Y,Yes,15,Great,Great,80,1,15,2,Excellent,7,2,3,7
204,38,Churned,Travel_Rarely,1180,Research & Development,29,Below College,Medical,1,282,Good,Male,70,Great,2,Healthcare Representative,Low,Married,6673,11354,7,Y,Yes,19,Great,Good,80,0,17,2,Great,1,0,0,0
205,29,Churned,Travel_Rarely,121,Sales,27,Bachelor's degree,Marketing,1,283,Good,Female,35,Great,3,Sales Executive,Excellent,Married,7639,24525,1,Y,No,22,Excellent,Excellent,80,3,10,3,Good,10,4,1,9
206,22,Stayed,Travel_Rarely,1136,Research & Development,5,Bachelor's degree,Life Sciences,1,284,Excellent,Male,60,Excellent,1,Research Scientist,Good,Divorced,2328,12392,1,Y,Yes,16,Great,Low,80,1,4,2,Good,4,2,2,2
207,36,Stayed,Travel_Frequently,635,Research & Development,18,Below College,Medical,1,286,Good,Female,73,Great,1,Laboratory Technician,Excellent,Single,2153,7703,1,Y,No,13,Great,Low,80,0,8,2,Great,8,1,1,7
208,40,Stayed,Non-Travel,1151,Research & Development,9,PhD,Life Sciences,1,287,Excellent,Male,63,Good,2,Healthcare Representative,Excellent,Married,4876,14242,9,Y,No,14,Great,Excellent,80,1,5,5,Low,3,2,0,2
209,46,Stayed,Travel_Rarely,644,Research & Development,1,Master's degree,Medical,1,288,Excellent,Male,97,Great,3,Healthcare Representative,Low,Divorced,9396,12368,7,Y,No,16,Great,Great,80,1,17,3,Great,4,2,0,3
210,32,Churned,Travel_Rarely,1045,Sales,4,Master's degree,Medical,1,291,Excellent,Male,32,Low,3,Sales Executive,Excellent,Married,10400,25812,1,Y,No,11,Great,Great,80,0,14,2,Good,14,8,9,8
211,30,Stayed,Non-Travel,829,Research & Development,1,Below College,Life Sciences,1,292,Great,Male,88,Good,3,Manufacturing Director,Great,Single,8474,20925,1,Y,No,22,Excellent,Great,80,0,12,2,Great,11,8,5,8
212,27,Stayed,Travel_Frequently,1242,Sales,20,Bachelor's degree,Life Sciences,1,293,Excellent,Female,90,Great,2,Sales Executive,Great,Single,9981,12916,1,Y,No,14,Great,Excellent,80,0,7,2,Great,7,7,0,7
213,51,Stayed,Travel_Rarely,1469,Research & Development,8,Master's degree,Life Sciences,1,296,Good,Male,81,Good,3,Research Director,Good,Married,12490,15736,5,Y,No,16,Great,Excellent,80,2,16,5,Low,10,9,4,7
214,30,Churned,Travel_Rarely,1005,Research & Development,3,Bachelor's degree,Technical Degree,1,297,Excellent,Female,88,Great,1,Research Scientist,Low,Single,2657,8556,5,Y,Yes,11,Great,Great,80,0,8,5,Great,5,2,0,4
215,41,Stayed,Travel_Rarely,896,Sales,6,Bachelor's degree,Life Sciences,1,298,Excellent,Female,75,Great,3,Manager,Excellent,Single,13591,14674,3,Y,Yes,18,Great,Great,80,0,16,3,Great,1,0,0,0
216,30,Churned,Travel_Frequently,334,Sales,26,Master's degree,Marketing,1,299,Great,Female,52,Good,2,Sales Executive,Low,Single,6696,22967,5,Y,No,15,Great,Great,80,0,9,5,Good,6,3,0,1
217,29,Churned,Travel_Rarely,992,Research & Development,1,Bachelor's degree,Technical Degree,1,300,Great,Male,85,Great,1,Research Scientist,Great,Single,2058,19757,0,Y,No,14,Great,Excellent,80,0,7,1,Good,6,2,1,5
218,45,Stayed,Non-Travel,1052,Sales,6,Bachelor's degree,Medical,1,302,Excellent,Female,57,Good,3,Sales Executive,Excellent,Single,8865,16840,6,Y,No,12,Great,Excellent,80,0,23,2,Great,19,7,12,8
219,54,Stayed,Travel_Rarely,1147,Sales,3,Bachelor's degree,Marketing,1,303,Excellent,Female,52,Great,2,Sales Executive,Low,Married,5940,17011,2,Y,No,14,Great,Excellent,80,1,16,4,Great,6,2,0,5
220,36,Stayed,Travel_Rarely,1396,Research & Development,5,College,Life Sciences,1,304,Excellent,Male,62,Great,2,Laboratory Technician,Good,Single,5914,9945,8,Y,No,16,Great,Excellent,80,0,16,3,Excellent,13,11,3,7
221,33,Stayed,Travel_Rarely,147,Research & Development,4,Master's degree,Medical,1,305,Great,Female,47,Good,1,Research Scientist,Good,Married,2622,13248,6,Y,No,21,Excellent,Excellent,80,0,7,3,Great,3,2,1,1
