,Age,Attrition,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MonthlyIncome,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,WorkLifeBalance,YearsAtCompany,raise_category
920,34,Stayed,19,Bachelor's degree,Medical,Great,Female,Great,Good,4444,13,Great,Great,80,Excellent,11,10-15%
921,28,Stayed,1,Master's degree,Medical,Excellent,Male,Great,Great,2154,11,Great,Great,80,Good,4,10-15%
922,44,Stayed,4,College,Life Sciences,Great,Male,Excellent,Low,19190,14,Great,Excellent,80,Good,25,10-15%
923,34,Stayed,11,Bachelor's degree,Life Sciences,Great,Male,Good,Good,4490,11,Great,Excellent,80,Excellent,10,10-15%
924,35,Stayed,6,Below College,Life Sciences,Great,Male,Great,Great,3506,14,Great,Excellent,80,Great,3,10-15%
925,42,Stayed,7,Master's degree,Medical,Good,Female,Excellent,Good,2372,16,Great,Excellent,80,Great,1,15-20%
926,43,Stayed,4,Master's degree,Marketing,Excellent,Female,Good,Excellent,10231,14,Great,Excellent,80,Excellent,21,10-15%
927,36,Stayed,2,Master's degree,Life Sciences,Great,Female,Great,Good,5410,11,Great,Excellent,80,Great,16,10-15%
928,44,Churned,15,Bachelor's degree,Medical,Low,Female,Great,Excellent,7978,11,Great,Excellent,80,Great,10,10-15%
929,28,Stayed,2,Bachelor's degree,Life Sciences,Excellent,Male,Good,Excellent,3867,12,Great,Good,80,Great,2,10-15%
930,51,Stayed,6,College,Medical,Good,Female,Good,Great,2838,14,Great,Good,80,Good,7,10-15%
931,30,Stayed,9,College,Medical,Great,Female,Great,Great,4695,18,Great,Great,80,Great,8,15-20%
932,29,Churned,7,Bachelor's degree,Technical Degree,Good,Female,Great,Great,3339,13,Great,Low,80,Great,7,10-15%
933,28,Stayed,1,Bachelor's degree,Technical Degree,Excellent,Male,Great,Low,2080,11,Great,Good,80,Good,3,10-15%
934,25,Stayed,1,Bachelor's degree,Medical,Excellent,Female,Great,Good,2096,18,Great,Excellent,80,Good,2,15-20%
935,32,Stayed,8,Bachelor's degree,Medical,Great,Male,Excellent,Excellent,6209,15,Great,Great,80,Excellent,10,10-15%
936,45,Stayed,25,Bachelor's degree,Medical,Good,Female,Great,Good,18061,22,Excellent,Great,80,Great,0,20-25%
937,39,Stayed,13,Master's degree,Medical,Great,Female,Good,Good,17123,13,Great,Excellent,80,Great,19,10-15%
938,58,Stayed,23,Master's degree,Life Sciences,Low,Male,Great,Great,2372,12,Great,Excellent,80,Great,2,10-15%
939,32,Churned,7,College,Life Sciences,Excellent,Male,Great,Great,4883,18,Great,Low,80,Great,10,15-20%
940,39,Churned,23,Bachelor's degree,Medical,Great,Male,Great,Low,3904,13,Great,Low,80,Great,5,10-15%
941,30,Stayed,6,Bachelor's degree,Technical Degree,Low,Female,Good,Excellent,4627,12,Great,Low,80,Great,9,10-15%
942,36,Stayed,10,Master's degree,Technical Degree,Excellent,Female,Great,Great,7094,12,Great,Low,80,Great,7,10-15%
943,46,Stayed,1,College,Life Sciences,Excellent,Female,Great,Low,3423,12,Great,Great,80,Excellent,7,10-15%
944,28,Stayed,1,Bachelor's degree,Life Sciences,Great,Female,Low,Excellent,6674,11,Great,Low,80,Great,9,10-15%
945,50,Stayed,28,Bachelor's degree,Life Sciences,Excellent,Female,Great,Low,16880,11,Great,Good,80,Great,3,10-15%
946,40,Churned,25,Master's degree,Marketing,Excellent,Male,Good,Good,9094,12,Great,Great,80,Great,5,10-15%
947,52,Churned,5,Bachelor's degree,Life Sciences,Good,Male,Great,Good,8446,19,Great,Great,80,Good,8,15-20%
948,30,Stayed,17,Master's degree,Medical,Good,Female,Great,Low,11916,23,Excellent,Excellent,80,Great,9,20-25%
949,39,Stayed,18,College,Life Sciences,Low,Male,Great,Great,4534,11,Great,Low,80,Great,8,10-15%
950,31,Stayed,2,Master's degree,Life Sciences,Excellent,Female,Great,Great,9852,19,Great,Low,80,Good,10,15-20%
951,41,Stayed,10,College,Medical,Great,Male,Low,Good,6151,13,Great,Low,80,Great,19,10-15%
952,31,Churned,1,Bachelor's degree,Life Sciences,Excellent,Female,Great,Good,2302,11,Great,Low,80,Excellent,3,10-15%
953,44,Churned,3,Bachelor's degree,Life Sciences,Low,Male,Great,Low,2362,12,Great,Great,80,Excellent,3,10-15%
954,42,Stayed,2,Below College,Life Sciences,Great,Male,Great,Great,17861,13,Great,Excellent,80,Good,20,10-15%
955,55,Stayed,2,College,Medical,Excellent,Female,Low,Great,19187,14,Great,Excellent,80,Great,19,10-15%
956,56,Stayed,8,Master's degree,Life Sciences,Excellent,Male,Great,Good,19717,14,Great,Low,80,Great,7,10-15%
957,40,Stayed,16,College,Life Sciences,Great,Male,Great,Great,3544,16,Great,Good,80,Great,4,15-20%
958,34,Stayed,9,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,8500,11,Great,Excellent,80,Good,9,10-15%
959,40,Stayed,2,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,4661,13,Great,Great,80,Great,9,10-15%
960,41,Stayed,1,Bachelor's degree,Marketing,Great,Female,Great,Low,4103,17,Great,Excellent,80,Great,9,15-20%
961,35,Stayed,4,Master's degree,Life Sciences,Great,Male,Great,Great,4249,11,Great,Good,80,Great,9,10-15%
962,51,Stayed,5,Bachelor's degree,Life Sciences,Great,Male,Great,Good,14026,11,Great,Good,80,Great,33,10-15%
963,38,Stayed,2,College,Life Sciences,Good,Female,Great,Low,6893,15,Great,Excellent,80,Great,7,10-15%
964,34,Stayed,15,College,Medical,Great,Female,Great,Low,6125,12,Great,Excellent,80,Excellent,10,10-15%
965,25,Stayed,19,Below College,Medical,Excellent,Male,Great,Excellent,3669,11,Great,Great,80,Good,3,10-15%
966,58,Churned,7,Master's degree,Medical,Great,Female,Good,Low,10008,14,Great,Excellent,80,Good,10,10-15%
967,40,Stayed,1,Master's degree,Life Sciences,Good,Male,Great,Good,2387,22,Excellent,Great,80,Great,4,20-25%
968,36,Stayed,7,Bachelor's degree,Marketing,Low,Female,Excellent,Low,4639,16,Great,Excellent,80,Good,15,15-20%
969,48,Stayed,4,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,7898,11,Great,Great,80,Great,10,10-15%
970,27,Stayed,11,Bachelor's degree,Medical,Great,Female,Excellent,Excellent,2534,14,Great,Good,80,Great,1,10-15%
971,51,Stayed,11,College,Technical Degree,Excellent,Female,Good,Good,13142,16,Great,Good,80,Good,5,15-20%
972,18,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Female,Great,Excellent,1611,15,Great,Great,80,Excellent,0,10-15%
973,35,Stayed,1,Bachelor's degree,Medical,Excellent,Female,Good,Excellent,5363,12,Great,Good,80,Great,9,10-15%
974,27,Stayed,2,Below College,Life Sciences,Excellent,Male,Low,Excellent,5071,20,Excellent,Good,80,Great,6,15-20%
975,55,Churned,13,Master's degree,Marketing,Low,Male,Excellent,Great,13695,17,Great,Great,80,Good,19,15-20%
976,56,Stayed,23,Bachelor's degree,Life Sciences,Excellent,Male,Great,Good,13402,12,Great,Low,80,Great,19,10-15%
977,34,Stayed,26,Below College,Technical Degree,Low,Female,Good,Great,2029,20,Excellent,Great,80,Great,5,15-20%
978,40,Stayed,2,Below College,Medical,Good,Female,Excellent,Great,6377,20,Excellent,Good,80,Great,12,15-20%
979,34,Stayed,29,Bachelor's degree,Medical,Good,Male,Great,Great,5429,13,Great,Low,80,Great,8,10-15%
980,31,Churned,2,Bachelor's degree,Life Sciences,Great,Female,Good,Excellent,2785,14,Great,Great,80,Excellent,1,10-15%
981,35,Churned,18,Master's degree,Marketing,Excellent,Female,Great,Great,4614,18,Great,Great,80,Good,4,15-20%
982,38,Stayed,7,Bachelor's degree,Life Sciences,Excellent,Male,Excellent,Great,2610,11,Great,Excellent,80,Great,4,10-15%
983,34,Stayed,2,Master's degree,Technical Degree,Great,Female,Great,Excellent,6687,11,Great,Excellent,80,Excellent,14,10-15%
984,28,Stayed,26,Bachelor's degree,Life Sciences,Great,Male,Good,Low,4724,11,Great,Great,80,Great,5,10-15%
985,31,Churned,22,Master's degree,Medical,Excellent,Male,Great,Great,6179,15,Great,Excellent,80,Good,10,10-15%
986,39,Stayed,21,Master's degree,Life Sciences,Low,Male,Good,Excellent,6120,12,Great,Excellent,80,Excellent,5,10-15%
987,51,Stayed,2,Bachelor's degree,Marketing,Good,Male,Great,Good,10596,11,Great,Good,80,Great,4,10-15%
988,41,Stayed,22,Bachelor's degree,Life Sciences,Excellent,Female,Great,Excellent,5467,14,Great,Low,80,Good,6,10-15%
989,37,Stayed,4,Below College,Life Sciences,Great,Male,Great,Great,2996,15,Great,Excellent,80,Great,6,10-15%
990,33,Stayed,5,Below College,Life Sciences,Good,Male,Great,Excellent,9998,13,Great,Low,80,Excellent,5,10-15%
991,32,Stayed,2,Below College,Marketing,Great,Male,Great,Good,4078,13,Great,Low,80,Good,3,10-15%
992,39,Stayed,25,College,Life Sciences,Great,Male,Great,Great,10920,21,Excellent,Good,80,Great,6,20-25%
993,25,Stayed,18,Below College,Life Sciences,Low,Male,Excellent,Great,6232,11,Great,Good,80,Good,3,10-15%
994,52,Stayed,28,College,Medical,Excellent,Female,Excellent,Great,13247,11,Great,Good,80,Good,5,10-15%
995,43,Stayed,6,Bachelor's degree,Medical,Low,Female,Good,Great,4081,14,Great,Low,80,Low,20,10-15%
996,27,Stayed,10,Bachelor's degree,Marketing,Excellent,Female,Good,Excellent,5769,11,Great,Excellent,80,Great,6,10-15%
997,27,Churned,17,Master's degree,Life Sciences,Excellent,Female,Great,Great,2394,13,Great,Excellent,80,Great,8,10-15%
998,26,Stayed,2,Below College,Medical,Low,Male,Good,Excellent,3904,12,Great,Excellent,80,Great,4,10-15%
999,42,Stayed,10,Bachelor's degree,Human Resources,Great,Female,Great,Low,16799,14,Great,Great,80,Great,20,10-15%
1000,52,Stayed,8,Master's degree,Other,Great,Female,Great,Low,2950,13,Great,Great,80,Low,5,10-15%
1001,37,Stayed,11,Bachelor's degree,Medical,Low,Female,Great,Great,3629,18,Great,Low,80,Great,3,15-20%
1002,35,Stayed,18,College,Life Sciences,Great,Male,Great,Excellent,9362,11,Great,Great,80,Great,2,10-15%
1003,25,Stayed,1,Bachelor's degree,Technical Degree,Low,Male,Great,Excellent,3229,11,Great,Good,80,Good,3,10-15%
1004,26,Stayed,7,Bachelor's degree,Other,Great,Male,Excellent,Low,3578,12,Great,Excellent,80,Great,7,10-15%
1005,29,Stayed,17,Bachelor's degree,Other,Good,Male,Good,Low,7988,13,Great,Low,80,Good,10,10-15%
1006,49,Churned,28,College,Life Sciences,Low,Male,Good,Low,4284,20,Excellent,Low,80,Great,4,15-20%
1007,29,Churned,14,Below College,Other,Great,Female,Great,Excellent,7553,12,Great,Low,80,Great,8,10-15%
1008,54,Stayed,1,Bachelor's degree,Medical,Excellent,Female,Great,Excellent,17328,19,Great,Excellent,80,Good,20,15-20%
1009,58,Stayed,1,Bachelor's degree,Medical,Excellent,Female,Great,Low,19701,21,Excellent,Great,80,Great,9,20-25%
1010,55,Stayed,1,Master's degree,Medical,Good,Male,Excellent,Excellent,14732,13,Great,Excellent,80,Excellent,7,10-15%
1011,36,Stayed,3,Master's degree,Marketing,Low,Female,Great,Good,9278,16,Great,Excellent,80,Great,5,15-20%
1012,31,Churned,1,Master's degree,Life Sciences,Good,Female,Low,Great,1359,12,Great,Good,80,Great,1,10-15%
1013,30,Stayed,7,Master's degree,Marketing,Excellent,Female,Great,Low,4779,14,Great,Good,80,Great,3,10-15%
1014,31,Stayed,8,PhD,Life Sciences,Low,Female,Great,Good,16422,11,Great,Great,80,Excellent,3,10-15%
1015,34,Stayed,1,Master's degree,Other,Excellent,Male,Great,Low,2996,14,Great,Great,80,Great,4,10-15%
1016,31,Churned,8,Bachelor's degree,Life Sciences,Low,Female,Good,Good,1261,12,Great,Great,80,Excellent,1,10-15%
1017,27,Stayed,11,Below College,Life Sciences,Good,Male,Great,Low,2099,14,Great,Good,80,Excellent,5,10-15%
1018,36,Stayed,4,Master's degree,Life Sciences,Low,Male,Good,Excellent,5810,16,Great,Great,80,Good,10,15-20%
1019,36,Stayed,16,Master's degree,Marketing,Great,Female,Good,Low,5647,13,Great,Low,80,Good,3,10-15%
1020,47,Stayed,1,Bachelor's degree,Technical Degree,Low,Male,Great,Excellent,3420,12,Great,Great,80,Good,6,10-15%
1021,25,Churned,9,College,Life Sciences,Low,Male,Good,Low,4400,12,Great,Low,80,Great,3,10-15%
1022,37,Stayed,5,College,Technical Degree,Great,Male,Excellent,Great,3500,14,Great,Low,80,Low,6,10-15%
1023,56,Stayed,1,College,Life Sciences,Low,Female,Great,Low,2066,22,Excellent,Excellent,80,Excellent,3,20-25%
1024,47,Stayed,2,Master's degree,Medical,Low,Female,Great,Great,17169,19,Great,Good,80,Excellent,20,15-20%
1025,24,Stayed,4,Below College,Medical,Excellent,Female,Great,Great,4162,12,Great,Great,80,Great,5,10-15%
1026,32,Stayed,7,PhD,Marketing,Excellent,Male,Great,Excellent,9204,12,Great,Great,80,Good,4,10-15%
1027,34,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Female,Good,Good,3294,17,Great,Low,80,Good,5,15-20%
1028,41,Stayed,5,PhD,Medical,Good,Male,Excellent,Great,2127,12,Great,Low,80,Good,4,10-15%
1029,40,Stayed,9,Master's degree,Other,Great,Male,Great,Great,3975,11,Great,Great,80,Excellent,8,10-15%
1030,31,Stayed,8,College,Life Sciences,Low,Male,Great,Excellent,10793,18,Great,Low,80,Great,13,15-20%
1031,46,Churned,9,Bachelor's degree,Marketing,Low,Male,Great,Excellent,10096,11,Great,Low,80,Excellent,7,10-15%
1032,39,Churned,2,Bachelor's degree,Life Sciences,Low,Female,Good,Low,3646,23,Excellent,Good,80,Excellent,1,20-25%
1033,31,Churned,1,PhD,Life Sciences,Great,Female,Excellent,Good,7446,11,Great,Low,80,Great,10,10-15%
1034,45,Stayed,20,Bachelor's degree,Medical,Good,Male,Low,Low,10851,18,Great,Good,80,Great,7,15-20%
1035,31,Stayed,8,College,Medical,Excellent,Female,Excellent,Good,2109,18,Great,Excellent,80,Great,3,15-20%
1036,31,Churned,2,Bachelor's degree,Life Sciences,Good,Male,Great,Excellent,3722,13,Great,Great,80,Low,2,10-15%
1037,45,Stayed,29,Bachelor's degree,Technical Degree,Good,Male,Great,Excellent,9380,18,Great,Excellent,80,Excellent,3,15-20%
1038,48,Stayed,7,Bachelor's degree,Marketing,Great,Male,Great,Low,5486,11,Great,Low,80,Great,2,10-15%
1039,34,Churned,9,Master's degree,Technical Degree,Low,Female,Great,Great,2742,15,Great,Excellent,80,Great,2,10-15%
1040,40,Stayed,8,Below College,Medical,Excellent,Male,Good,Good,13757,11,Great,Great,80,Great,9,10-15%
1041,28,Stayed,5,Bachelor's degree,Medical,Excellent,Male,Great,Low,8463,18,Great,Excellent,80,Great,5,15-20%
1042,44,Stayed,5,Bachelor's degree,Life Sciences,Great,Male,Good,Great,3162,14,Great,Excellent,80,Great,5,10-15%
1043,53,Stayed,2,Bachelor's degree,Medical,Excellent,Male,Excellent,Good,16598,12,Great,Good,80,Good,9,10-15%
1044,49,Stayed,5,Master's degree,Technical Degree,Low,Male,Great,Great,6651,14,Great,Good,80,Good,3,10-15%
1045,40,Stayed,2,Bachelor's degree,Medical,Great,Male,Great,Great,2345,14,Great,Great,80,Excellent,3,10-15%
1046,44,Stayed,20,Bachelor's degree,Life Sciences,Excellent,Male,Great,Good,3420,13,Great,Great,80,Good,5,10-15%
1047,33,Stayed,7,Bachelor's degree,Medical,Excellent,Male,Great,Low,4373,14,Great,Low,80,Great,4,10-15%
1048,34,Stayed,3,Bachelor's degree,Other,Excellent,Male,Low,Low,4759,18,Great,Excellent,80,Great,13,15-20%
1049,30,Stayed,16,Below College,Life Sciences,Excellent,Male,Great,Great,5301,15,Great,Great,80,Good,2,10-15%
1050,42,Stayed,9,College,Medical,Low,Female,Great,Excellent,3673,13,Great,Great,80,Great,12,10-15%
1051,44,Stayed,1,PhD,Marketing,Low,Female,Great,Great,4768,12,Great,Great,80,Good,1,10-15%
1052,30,Stayed,7,Bachelor's degree,Technical Degree,Great,Male,Great,Great,1274,13,Great,Good,80,Good,1,10-15%
1053,57,Stayed,1,College,Life Sciences,Good,Male,Excellent,Great,4900,24,Excellent,Low,80,Good,12,20-25%
1054,49,Stayed,7,Master's degree,Life Sciences,Great,Male,Great,Good,10466,14,Great,Good,80,Great,8,10-15%
1055,34,Stayed,15,Bachelor's degree,Medical,Good,Male,Great,Low,17007,14,Great,Excellent,80,Good,14,10-15%
1056,28,Churned,1,Bachelor's degree,Technical Degree,Low,Male,Great,Great,2909,15,Great,Excellent,80,Excellent,3,10-15%
1057,29,Churned,13,Bachelor's degree,Technical Degree,Low,Female,Great,Good,5765,11,Great,Low,80,Low,5,10-15%
1058,34,Churned,24,Master's degree,Medical,Low,Female,Good,Good,4599,23,Excellent,Great,80,Excellent,15,20-25%
1059,35,Stayed,7,Below College,Life Sciences,Excellent,Male,Great,Great,2404,13,Great,Low,80,Great,1,10-15%
1060,24,Churned,9,Bachelor's degree,Medical,Good,Male,Great,Low,3172,11,Great,Great,80,Good,0,10-15%
1061,24,Stayed,13,College,Life Sciences,Excellent,Female,Great,Good,2033,13,Great,Great,80,Great,1,10-15%
1062,44,Stayed,2,Below College,Medical,Good,Male,Great,Great,10209,18,Great,Good,80,Good,2,15-20%
1063,29,Stayed,19,Bachelor's degree,Life Sciences,Great,Male,Good,Great,8620,14,Great,Great,80,Great,10,10-15%
1064,30,Stayed,1,Bachelor's degree,Life Sciences,Great,Male,Great,Great,2064,21,Excellent,Low,80,Excellent,5,20-25%
1065,55,Stayed,4,Master's degree,Life Sciences,Excellent,Male,Great,Great,4035,16,Great,Good,80,Great,3,15-20%
1066,33,Stayed,4,Master's degree,Medical,Low,Female,Good,Good,3838,11,Great,Excellent,80,Great,5,10-15%
1067,47,Stayed,14,Bachelor's degree,Medical,Great,Female,Great,Great,4591,17,Great,Great,80,Good,5,15-20%
1068,28,Churned,2,College,Medical,Great,Male,Good,Low,2561,11,Great,Great,80,Good,0,10-15%
1069,28,Stayed,1,Bachelor's degree,Life Sciences,Low,Male,Good,Great,1563,14,Great,Excellent,80,Low,1,10-15%
1070,28,Stayed,7,Bachelor's degree,Life Sciences,Great,Male,Great,Low,4898,14,Great,Excellent,80,Great,4,10-15%
1071,49,Stayed,3,College,Medical,Great,Female,Good,Low,4789,25,Excellent,Low,80,Great,3,20-25%
1072,29,Stayed,2,Below College,Life Sciences,Excellent,Female,Great,Good,3180,13,Great,Great,80,Great,3,10-15%
1073,28,Stayed,29,Below College,Life Sciences,Great,Male,Low,Good,6549,14,Great,Good,80,Good,8,10-15%
1074,33,Stayed,8,PhD,Life Sciences,Excellent,Male,Great,Great,6388,17,Great,Low,80,Great,0,15-20%
1075,32,Stayed,10,Bachelor's degree,Medical,Great,Male,Great,Excellent,11244,25,Excellent,Good,80,Excellent,5,20-25%
1076,54,Stayed,11,Master's degree,Medical,Good,Female,Great,Excellent,16032,20,Excellent,Low,80,Great,14,15-20%
1077,29,Churned,1,Master's degree,Technical Degree,Low,Male,Good,Low,2362,13,Great,Great,80,Low,9,10-15%
1078,44,Stayed,28,Bachelor's degree,Life Sciences,Excellent,Male,Great,Low,16328,13,Great,Great,80,Excellent,20,10-15%
1079,39,Stayed,6,Bachelor's degree,Life Sciences,Good,Female,Great,Good,8376,18,Great,Excellent,80,Great,2,15-20%
1080,46,Stayed,3,Bachelor's degree,Life Sciences,Great,Female,Great,Good,16606,12,Great,Excellent,80,Excellent,13,10-15%
1081,35,Stayed,16,Bachelor's degree,Life Sciences,Excellent,Female,Good,Good,8606,19,Great,Excellent,80,Low,11,15-20%
1082,23,Stayed,20,Below College,Life Sciences,Low,Male,Great,Great,2272,14,Great,Good,80,Great,4,10-15%
1083,40,Churned,9,Master's degree,Life Sciences,Excellent,Male,Great,Low,2018,14,Great,Good,80,Low,5,10-15%
1084,34,Stayed,1,Bachelor's degree,Technical Degree,Excellent,Male,Good,Great,7083,14,Great,Excellent,80,Great,10,10-15%
1085,31,Churned,3,Bachelor's degree,Life Sciences,Excellent,Female,Great,Great,4084,12,Great,Low,80,Low,7,10-15%
1086,50,Stayed,22,PhD,Medical,Great,Male,Low,Excellent,14411,13,Great,Excellent,80,Great,32,10-15%
1087,34,Stayed,7,College,Technical Degree,Good,Male,Great,Great,2308,25,Excellent,Good,80,Great,11,20-25%
1088,42,Stayed,2,Bachelor's degree,Medical,Great,Male,Good,Good,4841,14,Great,Good,80,Great,1,10-15%
1089,37,Stayed,13,Bachelor's degree,Medical,Low,Male,Great,Excellent,4285,17,Great,Low,80,Great,10,15-20%
1090,29,Stayed,8,Below College,Other,Great,Female,Low,Low,9715,13,Great,Great,80,Great,7,10-15%
1091,33,Stayed,25,Bachelor's degree,Life Sciences,Excellent,Male,Good,Good,4320,13,Great,Excellent,80,Great,5,10-15%
1092,45,Stayed,28,Bachelor's degree,Technical Degree,Excellent,Male,Great,Excellent,2132,20,Excellent,Excellent,80,Great,5,15-20%
1093,42,Stayed,2,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,10124,14,Great,Great,80,Low,20,10-15%
1094,40,Stayed,9,College,Medical,Low,Male,Great,Low,5473,12,Great,Excellent,80,Excellent,8,10-15%
1095,33,Stayed,28,Master's degree,Life Sciences,Good,Male,Great,Great,5207,12,Great,Good,80,Great,15,10-15%
1096,40,Stayed,6,College,Medical,Great,Male,Great,Excellent,16437,21,Excellent,Excellent,80,Great,21,20-25%
1097,24,Stayed,21,College,Technical Degree,Great,Male,Good,Low,2296,14,Great,Good,80,Great,1,10-15%
1098,40,Stayed,8,College,Life Sciences,Excellent,Male,Great,Excellent,4069,18,Great,Great,80,Great,2,15-20%
1099,45,Stayed,1,Master's degree,Technical Degree,Low,Male,Great,Good,7441,12,Great,Low,80,Great,10,10-15%
1100,35,Stayed,28,Master's degree,Life Sciences,Good,Female,Good,Great,2430,23,Excellent,Low,80,Great,5,20-25%
1101,32,Stayed,5,College,Life Sciences,Excellent,Female,Good,Good,5878,12,Great,Low,80,Great,7,10-15%
1102,36,Stayed,2,Master's degree,Life Sciences,Great,Male,Great,Excellent,2644,21,Excellent,Excellent,80,Good,3,20-25%
1103,48,Stayed,16,Master's degree,Life Sciences,Great,Female,Great,Great,6439,14,Great,Great,80,Great,8,10-15%
1104,29,Stayed,9,Bachelor's degree,Life Sciences,Great,Male,Excellent,Great,2451,18,Great,Low,80,Good,1,15-20%
1105,33,Stayed,8,Master's degree,Life Sciences,Low,Male,Great,Low,6392,13,Great,Excellent,80,Low,2,10-15%
1106,30,Churned,1,Bachelor's degree,Life Sciences,Good,Male,Good,Low,9714,11,Great,Excellent,80,Great,10,10-15%
1107,38,Stayed,10,Master's degree,Human Resources,Great,Male,Great,Great,6077,11,Great,Great,80,Great,6,10-15%
1108,35,Stayed,1,Bachelor's degree,Medical,Excellent,Male,Good,Low,2450,19,Great,Good,80,Great,3,15-20%
1109,30,Stayed,29,Master's degree,Technical Degree,Great,Male,Great,Good,9250,12,Great,Good,80,Great,4,10-15%
1110,35,Churned,2,Bachelor's degree,Life Sciences,Low,Female,Great,Low,2074,12,Great,Excellent,80,Great,1,10-15%
1111,53,Churned,2,PhD,Technical Degree,Great,Female,Good,Excellent,10169,16,Great,Good,80,Great,33,15-20%
1112,38,Churned,2,Bachelor's degree,Medical,Great,Male,Great,Good,4855,11,Great,Low,80,Great,5,10-15%
1113,32,Stayed,1,Master's degree,Technical Degree,Excellent,Male,Great,Low,4087,14,Great,Good,80,Good,6,10-15%
1114,48,Stayed,15,Master's degree,Other,Great,Female,Great,Low,2367,12,Great,Excellent,80,Good,8,10-15%
1115,34,Stayed,7,Master's degree,Medical,Low,Male,Great,Excellent,2972,13,Great,Great,80,Low,1,10-15%
1116,55,Stayed,26,PhD,Marketing,Great,Male,Good,Excellent,19586,21,Excellent,Great,80,Great,36,20-25%
1117,34,Stayed,1,Master's degree,Life Sciences,Good,Male,Great,Excellent,5484,17,Great,Good,80,Good,2,15-20%
1118,26,Stayed,3,Bachelor's degree,Life Sciences,Low,Female,Great,Excellent,2061,21,Excellent,Low,80,Great,1,20-25%
1119,38,Stayed,14,Bachelor's degree,Life Sciences,Great,Male,Great,Good,9924,11,Great,Excellent,80,Great,9,10-15%
1120,38,Stayed,16,Bachelor's degree,Life Sciences,Good,Female,Great,Good,4198,12,Great,Good,80,Excellent,3,10-15%
1121,36,Stayed,1,Master's degree,Life Sciences,Good,Female,Great,Great,6815,13,Great,Low,80,Great,1,10-15%
1122,29,Stayed,3,Below College,Medical,Good,Male,Great,Low,4723,18,Great,Excellent,80,Great,10,15-20%
1123,35,Stayed,10,Master's degree,Medical,Low,Female,Great,Great,6142,16,Great,Great,80,Great,5,15-20%
1124,39,Stayed,6,Bachelor's degree,Medical,Excellent,Male,Excellent,Great,8237,11,Great,Low,80,Great,7,10-15%
1125,29,Stayed,2,Below College,Life Sciences,Low,Male,Great,Excellent,8853,19,Great,Excellent,80,Excellent,6,15-20%
1126,50,Stayed,9,Bachelor's degree,Marketing,Great,Male,Great,Great,19331,16,Great,Great,80,Great,1,15-20%
1127,23,Stayed,10,Bachelor's degree,Technical Degree,Excellent,Male,Excellent,Great,2073,16,Great,Excellent,80,Great,2,15-20%
1128,36,Stayed,6,Master's degree,Life Sciences,Low,Male,Excellent,Low,5562,13,Great,Excellent,80,Great,3,10-15%
1129,42,Stayed,9,College,Other,Excellent,Male,Good,Excellent,19613,22,Excellent,Excellent,80,Great,1,20-25%
1130,35,Stayed,28,Bachelor's degree,Life Sciences,Good,Male,Excellent,Great,3407,17,Great,Excellent,80,Good,10,15-20%
1131,34,Stayed,10,Master's degree,Technical Degree,Excellent,Male,Good,Great,5063,14,Great,Good,80,Good,8,10-15%
1132,40,Stayed,14,College,Life Sciences,Excellent,Female,Great,Low,4639,15,Great,Great,80,Great,5,10-15%
1133,43,Stayed,27,Bachelor's degree,Technical Degree,Excellent,Male,Excellent,Good,4876,12,Great,Great,80,Great,6,10-15%
1134,35,Stayed,7,College,Life Sciences,Great,Male,Good,Excellent,2690,18,Great,Excellent,80,Good,1,15-20%
1135,46,Stayed,1,Master's degree,Life Sciences,Excellent,Male,Excellent,Low,17567,15,Great,Good,80,Low,26,10-15%
1136,28,Churned,24,Bachelor's degree,Medical,Great,Male,Great,Good,2408,17,Great,Great,80,Great,1,15-20%
1137,22,Stayed,26,College,Other,Good,Female,Good,Great,2814,14,Great,Good,80,Good,4,10-15%
1138,50,Stayed,20,PhD,Medical,Good,Male,Great,Great,11245,15,Great,Great,80,Great,30,10-15%
1139,32,Stayed,5,Master's degree,Other,Good,Female,Excellent,Excellent,3312,17,Great,Excellent,80,Great,3,15-20%
1140,44,Stayed,7,Bachelor's degree,Medical,Good,Female,Great,Excellent,19049,14,Great,Excellent,80,Good,22,10-15%
1141,30,Stayed,7,Bachelor's degree,Medical,Good,Male,Good,Good,2141,12,Great,Good,80,Good,6,10-15%
1142,45,Stayed,5,PhD,Medical,Great,Female,Low,Low,5769,14,Great,Low,80,Great,10,10-15%
1143,45,Stayed,26,Bachelor's degree,Marketing,Low,Male,Good,Low,4385,15,Great,Low,80,Great,10,10-15%
1144,31,Stayed,2,Master's degree,Other,Excellent,Male,Great,Low,5332,13,Great,Excellent,80,Great,5,10-15%
1145,36,Stayed,12,Master's degree,Life Sciences,Great,Female,Great,Great,4663,12,Great,Good,80,Great,3,10-15%
1146,34,Stayed,10,Master's degree,Life Sciences,Great,Male,Excellent,Excellent,4724,13,Great,Low,80,Great,9,10-15%
